Date,Product,Quantity,UnitPrice,StoreLocation,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,discount_amount,lead_time_days,margin_ratio,order_month,Region_East,Region_North,Region_South,Region_West,CustomerType_Wholesale,season_Spring,season_Summer,season_Winter
2024-12-09,Tablet,14,216.2,Store C,0.0,Diana,3026.8,Online,WINTER15,0,REG100761,Cust 1201,14.39,2024-12-09,2024-12-13,Eric,0.0,4,0.995245804149597,12,1,0,0,0,1,0,0,1
2024-07-04,Laptop,11,128.99,Store A,0.05,Diana,1347.9455,Debit Card,SAVE10,0,REG100762,Cust 9584,38.58,2024-07-04,2024-07-07,Wendy,70.9445,3,0.9713786647902308,7,0,0,0,1,0,0,1,0
2025-03-04,Phone,11,183.11,Store B,0.15,Frank,1712.0785,Gift Card,FREESHIP,0,REG100763,Cust 6980,41.83,2025-03-04,2025-03-06,Eric,302.1315,2,0.9755677090740875,3,1,0,0,0,0,1,0,0
2024-01-22,Printer,11,277.95,Store A,0.05,Frank,2904.5775,Gift Card,WINTER15,0,REG100764,Cust 2835,44.04,2024-01-22,2024-01-29,Eric,152.8725,7,0.9848377259687511,1,1,0,0,0,0,0,0,1
2025-03-12,Desk,14,554.08,Store A,0.05,Diana,7369.264,Cash,FREESHIP,0,REG100765,Cust 4286,36.72,2025-03-12,2025-03-21,Eric,387.85600000000005,9,0.9950171414675875,3,1,0,0,0,0,1,0,0
2025-02-28,Phone,15,23.32,Store A,0.05,Carlos,332.31,Debit Card,FREESHIP,0,REG100766,Cust 7876,25.27,2025-02-28,2025-03-03,Cameron,17.490000000000002,3,0.923956546598056,2,0,0,0,0,0,0,0,1
2024-05-23,Desk,4,20.96,Store D,0.05,Bob,79.648,Online,FREESHIP,0,REG100767,Cust 5926,33.67,2024-05-23,2024-05-31,Eric,4.192,8,0.5772649658497389,5,1,0,0,0,1,1,0,0
2023-09-17,Desk,18,132.29,Store A,0.05,Diana,2262.159,Credit Card,FREESHIP,0,REG100768,Cust 4478,24.3,2023-09-17,2023-09-20,Ryan,119.06099999999999,3,0.9892580495004992,9,0,1,0,0,1,0,0,0
2023-06-13,Phone,19,199.65,Store A,0.1,Carlos,3414.015,Cash,SAVE10,0,REG100769,Cust 4711,35.12,2023-06-13,2023-06-18,Eric,379.33500000000004,5,0.9897129918878506,6,1,0,0,0,0,0,1,0
2025-05-31,Phone,16,307.0,Store A,0.0,Bob,4912.0,Debit Card,FREESHIP,0,REG100770,Cust 9227,11.99,2025-05-31,2025-06-02,Wendy,0.0,2,0.997559039087948,5,0,0,0,1,1,1,0,0
2023-10-11,Tablet,1,315.93,Store C,0.15,Alice,268.5405,Credit Card,SAVE10,0,REG100771,Cust 2830,43.2,2023-10-11,2023-10-14,Eric,47.3895,3,0.8391304104967408,10,1,0,0,0,0,0,0,0
2023-08-07,Printer,5,596.97,Store A,0.0,Eva,2984.85,Cash,SAVE10,0,REG100772,Cust 3767,14.43,2023-08-07,2023-08-14,Wendy,0.0,7,0.9951655862103624,8,0,0,0,1,0,0,1,0
2023-12-03,Laptop,17,376.98,Store A,0.05,Carlos,6088.227,Debit Card,FREESHIP,0,REG100773,Cust 1561,38.48,2023-12-03,2023-12-05,Ryan,320.433,2,0.9936796049161768,12,0,1,0,0,0,0,0,1
2024-08-01,Printer,6,208.64,Store D,0.1,Frank,1126.656,Credit Card,FREESHIP,0,REG100774,Cust 8569,49.93,2024-08-01,2024-08-04,Cameron,125.184,3,0.9556830123835491,8,0,0,0,0,0,0,1,0
2023-03-20,Chair,7,307.82,Store B,0.0,Eva,2154.74,Debit Card,WINTER15,0,REG100775,Cust 1254,14.0,2023-03-20,2023-03-27,Eric,0.0,7,0.9935026963810019,3,1,0,0,0,1,1,0,0
2025-06-30,Tablet,13,382.48,Store D,0.05,Eva,4723.628,Credit Card,WINTER15,0,REG100776,Cust 8556,7.59,2025-06-30,2025-07-04,Cameron,248.612,4,0.9983931842219582,6,0,0,0,0,0,0,1,0
2025-02-05,Desk,9,188.03,Store B,0.0,Frank,1692.27,Cash,FREESHIP,0,REG100777,Cust 7204,11.44,2025-02-05,2025-02-07,Sophie,0.0,2,0.99323984943301,2,0,0,1,0,0,0,0,1
2024-05-19,Desk,17,238.17,Store D,0.15,Frank,3441.5565,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,2024-05-19,2024-05-29,Eric,607.3335,10,0.9937121473960983,5,1,0,0,0,1,1,0,0
2023-03-04,Printer,10,450.71,Store B,0.1,Bob,4056.389999999999,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,2023-03-04,2023-03-12,Ryan,450.71,8,0.9947465603652509,3,0,1,0,0,0,1,0,0
2023-01-22,Monitor,2,413.36,Store D,0.1,Alice,744.048,Online,SAVE10,0,REG100780,Cust 9085,41.69,2023-01-22,2023-01-24,Cameron,82.67200000000001,2,0.9439686686880415,1,0,0,0,0,0,0,0,1
2023-03-20,Phone,20,536.71,Store B,0.15,Carlos,9124.07,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,2023-03-20,2023-03-25,Sophie,1610.13,5,0.9954603592475726,3,0,0,1,0,0,1,0,0
2024-06-05,Phone,5,206.42,Store D,0.05,Alice,980.4949999999999,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,2024-06-05,2024-06-13,Wendy,51.605,8,0.9637835991004544,6,0,0,0,1,0,0,1,0
2024-07-09,Printer,4,256.83,Store A,0.15,Carlos,873.2219999999999,Cash,FREESHIP,0,REG100783,Cust 5865,44.72,2024-07-09,2024-07-17,Eric,154.09799999999998,8,0.9487873644960846,7,1,0,0,0,1,0,1,0
2025-03-08,Monitor,1,247.04,Store C,0.0,Bob,247.04,Credit Card,FREESHIP,0,REG100784,Cust 7195,26.86,2025-03-08,2025-03-13,Sophie,0.0,5,0.8912726683937824,3,0,0,1,0,1,1,0,0
2025-06-21,Tablet,3,583.38,Store B,0.15,Diana,1487.619,Cash,WINTER15,0,REG100785,Cust 6113,30.12,2025-06-21,2025-06-30,Sophie,262.52099999999996,9,0.9797528802737798,6,0,0,1,0,0,0,1,0
2025-06-28,Tablet,13,341.38,Store C,0.15,Alice,3772.248999999999,Cash,FREESHIP,0,REG100786,Cust 9878,18.2,2025-06-28,2025-07-01,Ryan,665.6909999999999,3,0.9951752919809908,6,0,1,0,0,0,0,1,0
2025-04-05,Chair,19,267.03,Store D,0.15,Bob,4312.5345,Online,SAVE10,0,REG100787,Cust 3936,35.82,2025-04-05,2025-04-13,Wendy,761.0355,8,0.9916939794916424,4,0,0,0,1,1,1,0,0
2024-03-05,Printer,7,77.69,Store D,0.0,Carlos,543.8299999999999,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,2024-03-05,2024-03-12,Sophie,0.0,7,0.9229722523582737,3,0,0,1,0,1,1,0,0
2024-03-09,Phone,20,312.43,Store C,0.0,Carlos,6248.6,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,2024-03-09,2024-03-11,Eric,0.0,2,0.995501392311878,3,1,0,0,0,0,1,0,0
2025-02-25,Monitor,19,14.1,Store C,0.05,Carlos,254.505,Cash,FREESHIP,0,REG100790,Cust 3892,37.84,2025-02-25,2025-02-28,Cameron,13.395,3,0.8513192275200879,2,0,0,0,0,1,0,0,1
2024-11-16,Tablet,17,266.83,Store D,0.05,Frank,4309.304499999999,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,2024-11-16,2024-11-23,Wendy,226.8055,7,0.9924535386162662,11,0,0,0,1,0,0,0,0
2024-08-01,Printer,20,248.11,Store D,0.05,Carlos,4714.09,Online,SAVE10,0,REG100792,Cust 1119,22.96,2024-08-01,2024-08-06,Sophie,248.11000000000004,5,0.9951294947699344,8,0,0,1,0,1,0,1,0
2024-04-20,Chair,5,316.76,Store B,0.05,Alice,1504.61,Gift Card,FREESHIP,0,REG100793,Cust 2685,12.7,2024-04-20,2024-04-30,Wendy,79.19,10,0.991559274496381,4,0,0,0,1,0,1,0,0
2024-04-20,Laptop,2,169.62,Store C,0.1,Alice,305.316,Debit Card,FREESHIP,0,REG100794,Cust 5939,45.41,2024-04-20,2024-04-25,Sophie,33.924,5,0.8512688493233241,4,0,0,1,0,0,1,0,0
2023-09-22,Laptop,19,35.38,Store A,0.15,Diana,571.3870000000001,Online,SAVE10,0,REG100795,Cust 1791,7.06,2023-09-22,2023-09-28,Ryan,100.833,6,0.9876441011083558,9,0,1,0,0,0,0,0,0
2025-02-21,Chair,3,264.08,Store A,0.1,Diana,713.0160000000001,Online,FREESHIP,0,REG100796,Cust 8530,25.39,2025-02-21,2025-03-02,Wendy,79.224,9,0.9643907009099375,2,0,0,0,1,0,0,0,1
2025-06-24,Tablet,5,137.56,Store C,0.15,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,2025-06-24,2025-07-01,Eric,103.16999999999999,7,0.9889673810786308,6,1,0,0,0,1,0,1,0
2023-11-28,Laptop,8,157.93,Store B,0.15,Diana,1073.924,Online,SAVE10,0,REG100798,Cust 9619,6.31,2023-11-28,2023-12-05,Cameron,189.516,7,0.9941243514438639,11,0,0,0,0,0,0,0,0
2024-04-08,Desk,6,126.86,Store C,0.05,Eva,723.102,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,2024-04-08,2024-04-17,Ryan,38.058,9,0.9509197872499315,4,0,1,0,0,1,1,0,0
2025-01-07,Chair,15,240.05,Store C,0.05,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,2025-01-07,2025-01-14,Ryan,180.03750000000002,7,0.995816661002642,1,0,1,0,0,0,0,0,1
2023-02-24,Tablet,3,37.63,Store A,0.1,Carlos,101.601,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,2023-02-24,2023-03-03,Sophie,11.289000000000001,7,0.5698861231680791,2,0,0,1,0,1,0,0,1
2023-10-19,Chair,13,393.1,Store B,0.1,Alice,4599.27,Online,FREESHIP,0,REG100802,Cust 5301,12.64,2023-10-19,2023-10-26,Eric,511.03000000000003,7,0.9972517377757774,10,1,0,0,0,1,0,0,0
2024-06-17,Chair,10,83.86,Store A,0.15,Alice,712.81,Credit Card,FREESHIP,0,REG100803,Cust 2524,41.11,2024-06-17,2024-06-21,Ryan,125.78999999999999,4,0.9423268472664524,6,0,1,0,0,1,0,1,0
2023-06-21,Desk,10,110.07,Store B,0.0,Frank,1100.7,Credit Card,FREESHIP,0,REG100804,Cust 8480,18.47,2023-06-21,2023-06-29,Cameron,0.0,8,0.9832197692377578,6,0,0,0,0,1,0,1,0
2024-08-30,Phone,6,288.98,Store C,0.15,Diana,1473.798,Gift Card,FREESHIP,0,REG100805,Cust 2595,38.63,2024-08-30,2024-09-02,Eric,260.082,3,0.9737888095926307,8,1,0,0,0,1,0,1,0
2025-01-03,Desk,10,451.14,Store A,0.0,Bob,4511.4,Gift Card,FREESHIP,0,REG100806,Cust 7132,29.96,2025-01-03,2025-01-13,Cameron,0.0,10,0.9933590459724254,1,0,0,0,0,0,0,0,1
2023-02-23,Printer,16,509.08,Store C,0.0,Carlos,8145.28,Online,FREESHIP,0,REG100807,Cust 4240,37.53,2023-02-23,2023-03-02,Wendy,0.0,7,0.9953924235876483,2,0,0,0,1,1,0,0,1
2025-04-26,Printer,4,582.73,Store D,0.05,Carlos,2214.374,Cash,WINTER15,0,REG100808,Cust 4644,44.26,2025-04-26,2025-04-29,Cameron,116.546,3,0.9800124098277887,4,0,0,0,0,1,1,0,0
2023-06-08,Phone,9,115.24,Store B,0.0,Alice,1037.16,Credit Card,FREESHIP,0,REG100809,Cust 5133,8.28,2023-06-08,2023-06-14,Sophie,0.0,6,0.9920166608816383,6,0,0,1,0,1,0,1,0
2023-03-16,Monitor,14,565.45,Store D,0.1,Eva,7124.670000000001,Online,WINTER15,0,REG100810,Cust 1731,24.4,2023-03-16,2023-03-25,Ryan,791.6300000000001,9,0.9965752799778798,3,0,1,0,0,1,1,0,0
2024-10-23,Phone,11,121.54,Store D,0.0,Carlos,1336.94,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,2024-10-23,2024-10-28,Ryan,0.0,5,0.9875686268643321,10,0,1,0,0,1,0,0,0
2025-05-23,Printer,9,160.15,Store D,0.1,Alice,1297.215,Debit Card,FREESHIP,0,REG100812,Cust 3853,29.64,2025-05-23,2025-05-28,Eric,144.13500000000002,5,0.9771510505197673,5,1,0,0,0,0,1,0,0
2023-05-06,Desk,14,175.66,Store B,0.05,Bob,2336.278,Cash,SAVE10,0,REG100813,Cust 6830,26.12,2023-05-06,2023-05-14,Eric,122.96199999999999,8,0.9888198236682451,5,1,0,0,0,1,1,0,0
2024-08-15,Tablet,3,437.97,Store C,0.05,Eva,1248.2145,Cash,SAVE10,0,REG100814,Cust 5351,23.29,2024-08-15,2024-08-22,Sophie,65.69550000000001,7,0.9813413479814568,8,0,0,1,0,1,0,1,0
2023-08-23,Printer,12,411.59,Store B,0.15,Diana,4198.218,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,2023-08-23,2023-08-31,Sophie,740.862,8,0.9954337769024858,8,0,0,1,0,1,0,1,0
2025-04-13,Laptop,1,163.29,Store B,0.0,Diana,163.29,Credit Card,WINTER15,0,REG100816,Cust 7004,21.15,2025-04-13,2025-04-22,Sophie,0.0,9,0.87047584052912,4,0,0,1,0,0,1,0,0
2024-06-11,Desk,5,538.52,Store B,0.05,Alice,2557.97,Gift Card,FREESHIP,0,REG100817,Cust 4095,45.81,2024-06-11,2024-06-17,Cameron,134.63,6,0.982091267684922,6,0,0,0,0,1,0,1,0
2024-04-29,Phone,11,255.95,Store C,0.1,Alice,2533.905,Online,FREESHIP,0,REG100818,Cust 7833,21.99,2024-04-29,2024-05-04,Sophie,281.545,5,0.9913216951701032,4,0,0,1,0,1,1,0,0
2023-03-27,Desk,7,290.22,Store A,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,2023-03-27,2023-04-04,Sophie,203.15400000000002,8,0.981869255179158,3,0,0,1,0,0,1,0,0
2024-10-23,Chair,20,198.95,Store B,0.1,Diana,3581.1,Credit Card,FREESHIP,0,REG100820,Cust 9410,5.16,2024-10-23,2024-10-25,Ryan,397.90000000000003,2,0.9985591019519142,10,0,1,0,0,0,0,0,0
2023-06-21,Printer,11,577.1,Store C,0.15,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,2023-06-21,2023-06-28,Ryan,952.215,7,0.9975611044342124,6,0,1,0,0,0,0,1,0
2023-05-12,Printer,10,50.1,Store A,0.1,Bob,450.9,Cash,FREESHIP,0,REG100822,Cust 6665,23.43,2023-05-12,2023-05-19,Cameron,50.1,7,0.9480372588157019,5,0,0,0,0,1,1,0,0
2024-10-20,Printer,19,554.5,Store B,0.15,Carlos,8955.175,Online,FREESHIP,0,REG100823,Cust 2590,47.16,2024-10-20,2024-10-24,Cameron,1580.325,4,0.9947337712551682,10,0,0,0,0,0,0,0,0
2024-04-04,Laptop,14,117.31,Store A,0.0,Diana,1642.34,Online,WINTER15,0,REG100824,Cust 4599,41.24,2024-04-04,2024-04-07,Ryan,0.0,3,0.9748894869515448,4,0,1,0,0,1,1,0,0
2025-01-12,Tablet,3,193.98,Store A,0.0,Bob,581.9399999999999,Credit Card,WINTER15,0,REG100825,Cust 7166,27.53,2025-01-12,2025-01-16,Cameron,0.0,4,0.9526927174622813,1,0,0,0,0,0,0,0,1
2023-07-24,Phone,20,386.86,Store A,0.05,Carlos,7350.34,Online,WINTER15,0,REG100826,Cust 6177,41.56,2023-07-24,2023-07-29,Sophie,386.86000000000007,5,0.994345839784282,7,0,0,1,0,1,0,1,0
2023-09-09,Chair,12,81.33,Store D,0.0,Carlos,975.96,Cash,SAVE10,0,REG100827,Cust 6229,30.73,2023-09-09,2023-09-13,Ryan,0.0,4,0.9685130538136809,9,0,1,0,0,1,0,0,0
2024-04-20,Printer,5,550.65,Store A,0.15,Bob,2340.2625,Gift Card,FREESHIP,0,REG100828,Cust 2899,16.82,2024-04-20,2024-04-27,Eric,412.9875,7,0.992812772071509,4,1,0,0,0,0,1,0,0
2025-02-06,Printer,4,473.91,Store A,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,2025-02-06,2025-02-14,Wendy,94.78200000000001,8,0.9837744008689191,2,0,0,0,1,0,0,0,1
2023-06-18,Tablet,19,25.22,Store C,0.0,Bob,479.1799999999999,Credit Card,FREESHIP,0,REG100830,Cust 7063,31.31,2023-06-18,2023-06-22,Wendy,0.0,4,0.9346592094828665,6,0,0,0,1,1,0,1,0
2024-11-01,Phone,2,437.04,Store C,0.0,Frank,874.08,Credit Card,SAVE10,0,REG100831,Cust 7487,37.37,2024-11-01,2024-11-08,Ryan,0.0,7,0.957246476295076,11,0,1,0,0,1,0,0,0
2024-08-12,Desk,5,448.86,Store C,0.15,Frank,1907.655,Credit Card,SAVE10,0,REG100832,Cust 5481,21.22,2024-08-12,2024-08-21,Wendy,336.64500000000004,9,0.98887639536499,8,0,0,0,1,1,0,1,0
2025-04-08,Phone,14,299.94,Store D,0.0,Carlos,4199.16,Gift Card,FREESHIP,0,REG100833,Cust 3150,21.04,2025-04-08,2025-04-17,Cameron,0.0,9,0.9949894740852933,4,0,0,0,0,0,1,0,0
2024-07-20,Laptop,8,224.18,Store B,0.15,Bob,1524.424,Debit Card,FREESHIP,0,REG100834,Cust 5099,36.9,2024-07-20,2024-07-26,Cameron,269.016,6,0.975794136014652,7,0,0,0,0,0,0,1,0
2023-02-17,Desk,6,327.69,Store D,0.05,Diana,1867.833,Cash,FREESHIP,0,REG100835,Cust 6615,22.34,2023-02-17,2023-02-21,Wendy,98.307,4,0.9880396159613841,2,0,0,0,1,1,0,0,1
2024-07-02,Phone,8,432.27,Store D,0.05,Eva,3285.251999999999,Cash,FREESHIP,0,REG100836,Cust 6924,20.64,2024-07-02,2024-07-04,Eric,172.90800000000002,2,0.9937173769318153,7,1,0,0,0,0,0,1,0
2025-04-01,Monitor,4,249.98,Store C,0.15,Eva,849.9319999999999,Debit Card,SAVE10,0,REG100837,Cust 2411,49.08,2025-04-01,2025-04-04,Ryan,149.988,3,0.942254203865721,4,0,1,0,0,0,1,0,0
2025-06-02,Printer,14,194.31,Store C,0.15,Frank,2312.289,Debit Card,FREESHIP,0,REG100838,Cust 9648,15.3,2025-06-02,2025-06-09,Sophie,408.051,7,0.993383180043671,6,0,0,1,0,1,0,1,0
2024-11-21,Phone,5,69.29,Store C,0.0,Carlos,346.45,Credit Card,FREESHIP,0,REG100839,Cust 1974,20.83,2024-11-21,2024-11-29,Wendy,0.0,8,0.9398758839659404,11,0,0,0,1,1,0,0,0
2024-01-10,Printer,15,306.91,Store A,0.0,Carlos,4603.650000000001,Cash,FREESHIP,0,REG100840,Cust 9452,19.38,2024-01-10,2024-01-14,Sophie,0.0,4,0.9957902968296894,1,0,0,1,0,0,0,0,1
2023-10-21,Desk,4,390.3,Store A,0.15,Diana,1327.02,Debit Card,FREESHIP,0,REG100841,Cust 4558,43.56,2023-10-21,2023-10-26,Ryan,234.18,5,0.9671745715965095,10,0,1,0,0,0,0,0,0
2025-01-20,Phone,7,61.83,Store B,0.0,Diana,432.81,Online,WINTER15,0,REG100842,Cust 8811,25.49,2025-01-20,2025-01-22,Ryan,0.0,2,0.9411057970009935,1,0,1,0,0,0,0,0,1
2024-11-09,Monitor,7,83.32,Store D,0.05,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,2024-11-09,2024-11-17,Wendy,29.162000000000003,8,0.9577676789188526,11,0,0,0,1,1,0,0,0
2024-04-03,Monitor,4,563.06,Store D,0.05,Bob,2139.628,Cash,WINTER15,0,REG100844,Cust 2788,19.5,2024-04-03,2024-04-07,Wendy,112.612,4,0.9908862662107619,4,0,0,0,1,0,1,0,0
2024-01-06,Phone,13,256.35,Store D,0.15,Alice,2832.6675,Cash,SAVE10,0,REG100845,Cust 6621,26.04,2024-01-06,2024-01-08,Ryan,499.8825,2,0.9908072514688011,1,0,1,0,0,1,0,0,1
2023-08-02,Printer,9,303.26,Store A,0.05,Diana,2592.873,Debit Card,FREESHIP,0,REG100846,Cust 8575,17.01,2023-08-02,2023-08-05,Cameron,136.467,3,0.9934397095422721,8,0,0,0,0,1,0,1,0
2023-11-26,Chair,9,440.48,Store A,0.15,Diana,3369.672,Gift Card,WINTER15,0,REG100847,Cust 8799,32.94,2023-11-26,2023-12-01,Ryan,594.648,5,0.9902245678511142,11,0,1,0,0,0,0,0,0
2025-04-20,Desk,17,469.25,Store B,0.05,Bob,7578.3875,Credit Card,FREESHIP,0,REG100848,Cust 1699,45.76,2025-04-20,2025-04-26,Eric,398.8625,6,0.9939617761694027,4,1,0,0,0,1,1,0,0
2023-12-29,Chair,18,491.76,Store A,0.15,Eva,7523.928,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,2023-12-29,2024-01-05,Sophie,1327.752,7,0.9950172303615877,12,0,0,1,0,1,0,0,1
2025-01-08,Chair,19,465.27,Store C,0.05,Diana,8398.1235,Credit Card,FREESHIP,0,REG100850,Cust 4933,44.95,2025-01-08,2025-01-10,Cameron,442.00649999999996,2,0.9946476138389724,1,0,0,0,0,0,0,0,1
2024-05-06,Chair,18,343.68,Store B,0.0,Eva,6186.24,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,2024-05-06,2024-05-14,Eric,0.0,8,0.9967072082557418,5,1,0,0,0,0,1,0,0
2024-09-15,Desk,14,472.51,Store D,0.05,Bob,6284.382999999999,Gift Card,FREESHIP,0,REG100852,Cust 6740,13.54,2024-09-15,2024-09-20,Ryan,330.757,5,0.9978454527675986,9,0,1,0,0,1,0,0,0
2023-02-07,Laptop,20,142.52,Store A,0.1,Eva,2565.36,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,2023-02-07,2023-02-12,Wendy,285.04,5,0.9880445629463311,2,0,0,0,1,0,0,0,1
2023-03-01,Phone,1,31.42,Store B,0.05,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,2023-03-01,2023-03-09,Eric,1.5710000000000002,8,0.6197527555361989,3,1,0,0,0,0,1,0,0
2024-05-08,Tablet,17,572.29,Store D,0.15,Eva,8269.5905,Online,SAVE10,0,REG100855,Cust 6864,44.99,2024-05-08,2024-05-12,Ryan,1459.3395,4,0.9945595855078918,5,0,1,0,0,0,1,0,0
2024-06-06,Desk,18,333.6,Store A,0.1,Carlos,5404.320000000001,Debit Card,FREESHIP,0,REG100856,Cust 5207,33.79,2024-06-06,2024-06-08,Eric,600.48,2,0.993747594516979,6,1,0,0,0,0,0,1,0
2023-04-29,Chair,9,90.87,Store D,0.15,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,2023-04-29,2023-05-08,Ryan,122.6745,9,0.9617927211969122,4,0,1,0,0,0,1,0,0
2023-09-20,Tablet,9,588.59,Store D,0.05,Diana,5032.444500000001,Online,FREESHIP,0,REG100858,Cust 8298,42.3,2023-09-20,2023-09-22,Cameron,264.86550000000005,2,0.9915945421752788,9,0,0,0,0,1,0,0,0
2024-11-08,Chair,18,153.28,Store B,0.05,Frank,2621.088,Online,WINTER15,0,REG100859,Cust 8204,33.71,2024-11-08,2024-11-13,Sophie,137.952,5,0.9871389285670683,11,0,0,1,0,0,0,0,0
2023-03-22,Printer,17,194.97,Store A,0.15,Carlos,2817.3165,Gift Card,SAVE10,0,REG100860,Cust 4035,5.59,2023-03-22,2023-03-30,Ryan,497.17349999999993,8,0.9980158423805063,3,0,1,0,0,0,1,0,0
2023-09-05,Monitor,5,367.61,Store C,0.0,Alice,1838.05,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,2023-09-05,2023-09-13,Eric,0.0,8,0.9893637278637687,9,1,0,0,0,0,0,0,0
2023-02-26,Laptop,17,575.5,Store D,0.05,Alice,9294.324999999999,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,2023-02-26,2023-03-05,Eric,489.175,7,0.9985561081627767,2,1,0,0,0,0,0,0,1
2024-11-26,Chair,3,229.45,Store D,0.15,Bob,585.0974999999999,Debit Card,WINTER15,0,REG100863,Cust 1423,19.81,2024-11-26,2024-11-29,Wendy,103.25249999999998,3,0.966142395070907,11,0,0,0,1,0,0,0,0
2024-10-14,Chair,3,391.63,Store C,0.0,Frank,1174.89,Debit Card,FREESHIP,0,REG100864,Cust 7282,25.36,2024-10-14,2024-10-17,Cameron,0.0,3,0.9784150005532434,10,0,0,0,0,0,0,0,0
2023-05-29,Laptop,15,67.35,Store D,0.1,Diana,909.2249999999999,Online,FREESHIP,0,REG100865,Cust 8437,24.85,2023-05-29,2023-06-03,Cameron,101.02499999999999,5,0.9726690313178806,5,0,0,0,0,1,1,0,0
2024-03-22,Laptop,6,453.86,Store B,0.15,Alice,2314.686,Credit Card,FREESHIP,0,REG100866,Cust 9508,45.32,2024-03-22,2024-03-31,Cameron,408.474,9,0.9804206704494691,3,0,0,0,0,0,1,0,0
2023-04-22,Tablet,19,537.7,Store D,0.0,Bob,9736.104374999999,Online,SAVE10,0,REG100867,Cust 1186,45.83,2023-04-22,2023-05-02,Sophie,0.0,10,0.9955140314986834,4,0,0,1,0,1,1,0,0
2025-06-06,Phone,5,32.56,Store C,0.05,Diana,154.66,Cash,FREESHIP,0,REG100868,Cust 4362,46.73,2025-06-06,2025-06-12,Ryan,8.14,6,0.6978533557480927,6,0,1,0,0,0,0,1,0
2023-01-25,Laptop,2,196.7,Store A,0.0,Frank,393.4,Online,FREESHIP,0,REG100869,Cust 9388,35.84,2023-01-25,2023-01-29,Cameron,0.0,4,0.9088967971530248,1,0,0,0,0,0,0,0,1
2023-09-08,Phone,12,369.45,Store D,0.1,Frank,3990.06,Credit Card,WINTER15,0,REG100870,Cust 4015,44.76,2023-09-08,2023-09-10,Sophie,443.34,2,0.9887821235770891,9,0,0,1,0,1,0,0,0
2024-10-04,Tablet,12,181.96,Store D,0.15,Eva,1855.992,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,2024-10-04,2024-10-11,Eric,327.52799999999996,7,0.9864977866283907,10,1,0,0,0,0,0,0,0
2025-04-06,Desk,3,32.07,Store D,0.15,Alice,81.77850000000001,Online,WINTER15,0,REG100872,Cust 2570,43.18,2025-04-06,2025-04-08,Eric,14.4315,2,0.47198835879846174,4,1,0,0,0,0,1,0,0
2024-08-25,Laptop,15,39.93,Store A,0.15,Diana,509.1075,Debit Card,WINTER15,0,REG100873,Cust 5132,33.44,2024-08-25,2024-08-29,Eric,89.8425,4,0.934316426295036,8,1,0,0,0,0,0,1,0
2024-03-06,Phone,7,374.43,Store A,0.15,Carlos,2227.8585,Cash,SAVE10,0,REG100874,Cust 4929,28.97,2024-03-06,2024-03-12,Ryan,393.1515,6,0.9869964811499474,3,0,1,0,0,0,1,0,0
2023-03-23,Printer,2,101.87,Store C,0.0,Diana,203.74,Cash,FREESHIP,0,REG100875,Cust 4018,28.63,2023-03-23,2023-03-26,Eric,0.0,3,0.8594777657799156,3,1,0,0,0,1,1,0,0
2024-01-13,Tablet,13,343.45,Store D,0.05,Alice,4241.607499999999,Gift Card,SAVE10,0,REG100876,Cust 8069,27.26,2024-01-13,2024-01-17,Cameron,223.24249999999998,4,0.9935731912959885,1,0,0,0,0,1,0,0,1
2023-07-18,Printer,15,144.11,Store C,0.0,Frank,2161.65,Gift Card,FREESHIP,0,REG100877,Cust 6741,28.51,2023-07-18,2023-07-24,Cameron,0.0,6,0.9868110008558276,7,0,0,0,0,0,0,1,0
